Random,Name,Date,Location,Total Hours,Billable Hours,Clients Assigned,Clients Seen 
47,Alvina Brazee  ,1/8/2020,Location D,0.00,0,2,1
32,Frederica Tope  ,3/12/2020,Location D,1.00,0,3,1
48,Bobbie Cannella  ,3/14/2020,Location B,7.00,5,1,1
94,Felica Pajak  ,2/10/2020,Location A,5.00,5,4,4
8,Mariano Defibaugh  ,1/23/2020,Location C,8.00,1,2,1
88,Alvina Brazee  ,2/17/2020,Location D,3.00,3,1,1
50,Bobbie Cannella  ,3/4/2020,Location D,4.00,3,3,1
20,Archie Mobley  ,4/4/2020,Location C,8.00,4,4,4
43,Archie Mobley  ,2/24/2020,Location C,4.00,1,5,5
25,Dorine Varnell  ,2/5/2020,Location D,0.00,0,4,3
12,Carolina Golla  ,2/19/2020,Location B,5.00,5,3,3
34,Felica Pajak  ,2/10/2020,Location A,4.00,3,1,1
35,Bobbie Cannella  ,2/13/2020,Location D,4.00,2,1,1
19,Bobbie Cannella  ,1/4/2020,Location D,3.00,2,3,3
46,Dorine Varnell  ,4/5/2020,Location D,4.00,0,1,1
30,Alvina Brazee  ,3/18/2020,Location B,5.00,2,5,5
77,Bobbie Cannella  ,3/4/2020,Location D,6.00,3,4,4
74,Frederica Tope  ,1/12/2020,Location D,2.00,0,1,1
93,Alvina Brazee  ,2/17/2020,Location D,3.00,0,2,2
87,Khalilah Gratz  ,3/29/2020,Location A,0.00,0,2,1
32,Khalilah Gratz  ,3/29/2020,Location A,8.00,8,2,2
100,Bobbie Cannella  ,1/14/2020,Location B,0.00,0,2,2
57,Mariano Defibaugh  ,2/22/2020,Location A,5.00,0,1,1
32,Dorine Varnell  ,2/5/2020,Location D,4.00,3,1,1
38,Felica Pajak  ,2/20/2020,Location C,8.00,8,3,1
64,Alvina Brazee  ,4/7/2020,Location B,6.00,0,4,1
92,Khalilah Gratz  ,1/19/2020,Location C,4.00,4,1,1
3,Bobbie Cannella  ,1/24/2020,Location D,4.00,2,5,3
13,Khalilah Gratz  ,2/28/2020,Location C,5.00,2,5,5
41,Frederica Tope  ,2/1/2020,Location D,7.00,0,5,3
74,Carolina Golla  ,1/10/2020,Location B,3.00,1,5,5
32,Alvina Brazee  ,1/18/2020,Location B,0.00,0,5,2
56,Frederica Tope  ,3/2/2020,Location B,5.00,3,3,2
55,Rueben Maxfield  ,2/26/2020,Location A,0.00,0,3,1
97,Archie Mobley  ,1/15/2020,Location C,6.00,1,4,1
72,Bobbie Cannella  ,2/23/2020,Location B,1.00,0,3,2
42,Alvina Brazee  ,1/8/2020,Location D,2.00,1,5,2
64,Frederica Tope  ,1/2/2020,Location B,6.00,2,5,5
4,Felica Pajak  ,1/11/2020,Location C,5.00,4,3,1
83,Rueben Maxfield  ,3/7/2020,Location C,7.00,0,4,2
88,Bobbie Cannella  ,4/3/2020,Location B,0.00,0,3,2
87,Mariano Defibaugh  ,4/2/2020,Location A,1.00,0,5,5
53,Carolina Golla  ,3/30/2020,Location B,5.00,3,3,3
93,Carolina Golla  ,3/30/2020,Location B,4.00,3,1,1
72,Bobbie Cannella  ,1/14/2020,Location B,6.00,4,5,1
68,Bobbie Cannella  ,1/24/2020,Location D,2.00,0,2,2
47,Dorine Varnell  ,2/25/2020,Location D,3.00,0,3,3
51,Frederica Tope  ,3/22/2020,Location B,0.00,0,4,3
82,Felica Pajak  ,1/21/2020,Location A,8.00,8,4,4
3,Dorine Varnell  ,2/5/2020,Location D,5.00,4,5,2
75,Mariano Defibaugh  ,1/13/2020,Location A,0.00,0,1,1
25,Carolina Golla  ,2/29/2020,Location D,0.00,0,4,1
33,Carolina Golla  ,1/20/2020,Location D,7.00,4,2,2
53,Khalilah Gratz  ,3/19/2020,Location C,5.00,4,5,3
27,Frederica Tope  ,3/22/2020,Location B,2.00,1,4,2
39,Khalilah Gratz  ,2/28/2020,Location C,5.00,3,4,2
83,Felica Pajak  ,1/1/2020,Location A,0.00,0,2,1
32,Alvina Brazee  ,2/27/2020,Location B,8.00,3,5,4
15,Dorine Varnell  ,4/5/2020,Location D,6.00,1,1,1
58,Bobbie Cannella  ,1/4/2020,Location D,1.00,1,5,1
42,Rueben Maxfield  ,2/26/2020,Location A,2.00,2,3,2
35,Bobbie Cannella  ,3/24/2020,Location D,6.00,5,5,3
79,Khalilah Gratz  ,2/28/2020,Location C,8.00,0,5,4
34,Carolina Golla  ,1/20/2020,Location D,3.00,0,2,2
50,Carolina Golla  ,1/20/2020,Location D,8.00,6,1,1
56,Carolina Golla  ,4/9/2020,Location D,6.00,3,5,4
16,Frederica Tope  ,3/22/2020,Location B,1.00,1,3,3
46,Felica Pajak  ,3/11/2020,Location C,1.00,1,3,3
26,Rueben Maxfield  ,3/27/2020,Location C,1.00,0,2,2
16,Khalilah Gratz  ,2/8/2020,Location C,8.00,6,5,1
54,Archie Mobley  ,1/25/2020,Location A,5.00,4,2,1
20,Archie Mobley  ,3/5/2020,Location A,3.00,0,1,1
90,Bobbie Cannella  ,1/4/2020,Location D,4.00,1,5,2
43,Felica Pajak  ,3/31/2020,Location C,4.00,4,5,3
11,Frederica Tope  ,2/1/2020,Location D,3.00,2,5,3
76,Carolina Golla  ,2/29/2020,Location D,1.00,0,5,4
81,Khalilah Gratz  ,1/29/2020,Location A,5.00,4,4,4
76,Archie Mobley  ,3/15/2020,Location C,6.00,4,1,1
17,Mariano Defibaugh  ,2/22/2020,Location A,6.00,2,3,3
61,Carolina Golla  ,4/9/2020,Location D,7.00,1,3,2
40,Felica Pajak  ,3/21/2020,Location A,7.00,7,3,3
35,Felica Pajak  ,3/31/2020,Location C,1.00,1,5,5
61,Archie Mobley  ,1/15/2020,Location C,8.00,2,5,1
81,Alvina Brazee  ,3/28/2020,Location D,7.00,3,3,1
86,Rueben Maxfield  ,2/26/2020,Location A,1.00,1,5,4
12,Khalilah Gratz  ,2/8/2020,Location C,1.00,1,2,1
18,Carolina Golla  ,1/30/2020,Location B,7.00,6,5,3
45,Rueben Maxfield  ,2/6/2020,Location A,7.00,5,2,2
44,Khalilah Gratz  ,3/29/2020,Location A,6.00,0,1,1
15,Mariano Defibaugh  ,3/13/2020,Location A,6.00,4,3,2
26,Khalilah Gratz  ,3/19/2020,Location C,2.00,2,2,1
16,Archie Mobley  ,3/15/2020,Location C,1.00,1,3,2
68,Alvina Brazee  ,3/18/2020,Location B,6.00,5,3,3
39,Dorine Varnell  ,2/25/2020,Location D,4.00,0,4,1
76,Rueben Maxfield  ,3/7/2020,Location C,0.00,0,3,3
55,Frederica Tope  ,3/12/2020,Location D,5.00,4,3,1
17,Mariano Defibaugh  ,3/3/2020,Location C,5.00,2,5,1
85,Dorine Varnell  ,2/5/2020,Location D,0.00,0,4,2
17,Khalilah Gratz  ,3/9/2020,Location A,1.00,1,2,2
52,Bobbie Cannella  ,3/4/2020,Location D,3.00,3,2,1
81,Dorine Varnell  ,2/5/2020,Location D,7.00,1,2,2
22,Carolina Golla  ,2/29/2020,Location D,5.00,0,4,2
20,Alvina Brazee  ,4/7/2020,Location B,6.00,1,2,2
6,Mariano Defibaugh  ,3/3/2020,Location C,2.00,2,4,1
82,Archie Mobley  ,2/14/2020,Location A,7.00,7,4,4
41,Alvina Brazee  ,1/28/2020,Location D,6.00,1,3,3
87,Frederica Tope  ,1/12/2020,Location D,5.00,4,2,2
57,Dorine Varnell  ,2/5/2020,Location D,4.00,2,3,2
39,Rueben Maxfield  ,4/6/2020,Location A,5.00,5,4,2
11,Frederica Tope  ,3/22/2020,Location B,1.00,0,1,1
42,Mariano Defibaugh  ,1/13/2020,Location A,5.00,1,1,1
44,Mariano Defibaugh  ,4/2/2020,Location A,1.00,1,1,1
19,Frederica Tope  ,4/1/2020,Location D,5.00,3,5,2
26,Felica Pajak  ,3/31/2020,Location C,3.00,0,4,1
40,Frederica Tope  ,3/22/2020,Location B,1.00,0,4,3
74,Frederica Tope  ,3/22/2020,Location B,3.00,3,1,1
25,Felica Pajak  ,1/11/2020,Location C,2.00,0,1,1
93,Bobbie Cannella  ,2/13/2020,Location D,4.00,3,2,1
89,Mariano Defibaugh  ,2/12/2020,Location C,0.00,0,5,3
30,Frederica Tope  ,3/22/2020,Location B,4.00,1,2,1
83,Mariano Defibaugh  ,4/2/2020,Location A,5.00,3,4,4
88,Alvina Brazee  ,3/18/2020,Location B,6.00,4,4,1
70,Frederica Tope  ,2/1/2020,Location D,5.00,5,5,4
8,Mariano Defibaugh  ,2/2/2020,Location A,7.00,1,4,1
52,Bobbie Cannella  ,2/23/2020,Location B,8.00,5,3,3
90,Khalilah Gratz  ,3/29/2020,Location A,8.00,7,2,1
92,Dorine Varnell  ,1/6/2020,Location B,7.00,7,5,2
29,Carolina Golla  ,2/29/2020,Location D,8.00,0,4,1
57,Khalilah Gratz  ,4/8/2020,Location C,6.00,2,3,3
78,Rueben Maxfield  ,1/7/2020,Location C,5.00,3,3,1
68,Bobbie Cannella  ,2/3/2020,Location B,1.00,1,2,1
86,Dorine Varnell  ,3/6/2020,Location B,2.00,2,5,2
66,Alvina Brazee  ,4/7/2020,Location B,7.00,6,1,1
57,Felica Pajak  ,2/20/2020,Location C,3.00,3,2,1
84,Carolina Golla  ,2/19/2020,Location B,7.00,2,4,4
79,Rueben Maxfield  ,2/16/2020,Location C,7.00,3,3,2
57,Carolina Golla  ,2/9/2020,Location D,3.00,0,2,2
73,Carolina Golla  ,1/30/2020,Location B,4.00,0,5,2
54,Khalilah Gratz  ,3/19/2020,Location C,6.00,6,4,3
62,Mariano Defibaugh  ,2/12/2020,Location C,2.00,0,1,1
5,Carolina Golla  ,2/29/2020,Location D,0.00,0,3,1
66,Felica Pajak  ,2/10/2020,Location A,5.00,1,1,1
92,Mariano Defibaugh  ,3/23/2020,Location C,2.00,2,1,1
23,Frederica Tope  ,4/1/2020,Location D,2.00,0,3,2
3,Bobbie Cannella  ,4/3/2020,Location B,5.00,3,4,4
97,Dorine Varnell  ,2/25/2020,Location D,0.00,0,4,4
18,Frederica Tope  ,1/22/2020,Location B,8.00,0,3,2
55,Dorine Varnell  ,2/15/2020,Location B,4.00,3,4,2
54,Dorine Varnell  ,2/5/2020,Location D,5.00,4,3,3
81,Mariano Defibaugh  ,1/3/2020,Location C,5.00,5,4,4
84,Rueben Maxfield  ,2/26/2020,Location A,1.00,1,5,1
24,Felica Pajak  ,2/20/2020,Location C,0.00,0,1,1
30,Alvina Brazee  ,4/7/2020,Location B,8.00,2,4,4
78,Khalilah Gratz  ,2/18/2020,Location A,4.00,4,3,1
83,Archie Mobley  ,3/15/2020,Location C,4.00,1,1,1
65,Bobbie Cannella  ,1/4/2020,Location D,8.00,0,4,2
70,Carolina Golla  ,1/10/2020,Location B,0.00,0,3,2
53,Bobbie Cannella  ,3/14/2020,Location B,5.00,1,4,4
3,Dorine Varnell  ,2/25/2020,Location D,2.00,1,3,2
87,Rueben Maxfield  ,1/27/2020,Location C,0.00,0,5,2
94,Carolina Golla  ,2/19/2020,Location B,8.00,3,2,2
75,Felica Pajak  ,3/11/2020,Location C,6.00,2,5,4
24,Mariano Defibaugh  ,3/23/2020,Location C,3.00,1,4,4
4,Felica Pajak  ,2/20/2020,Location C,4.00,4,4,1
52,Khalilah Gratz  ,4/8/2020,Location C,8.00,4,1,1
94,Felica Pajak  ,2/10/2020,Location A,6.00,5,1,1
32,Felica Pajak  ,1/1/2020,Location A,2.00,0,4,2
67,Archie Mobley  ,4/4/2020,Location C,1.00,1,5,1
90,Alvina Brazee  ,1/28/2020,Location D,0.00,0,4,2
50,Archie Mobley  ,3/15/2020,Location C,0.00,0,3,2
93,Felica Pajak  ,2/10/2020,Location A,5.00,1,3,1
18,Mariano Defibaugh  ,2/2/2020,Location A,0.00,0,2,2
93,Mariano Defibaugh  ,3/13/2020,Location A,7.00,2,2,1
19,Rueben Maxfield  ,3/27/2020,Location C,6.00,5,5,4
64,Mariano Defibaugh  ,3/3/2020,Location C,7.00,4,1,1
37,Bobbie Cannella  ,3/14/2020,Location B,4.00,0,2,1
16,Felica Pajak  ,1/21/2020,Location A,2.00,0,4,3
66,Mariano Defibaugh  ,2/12/2020,Location C,7.00,3,1,1
58,Mariano Defibaugh  ,1/23/2020,Location C,3.00,0,2,2
12,Carolina Golla  ,3/10/2020,Location B,0.00,0,3,3
33,Bobbie Cannella  ,3/4/2020,Location D,0.00,0,5,2
42,Archie Mobley  ,3/5/2020,Location A,4.00,0,2,1
69,Bobbie Cannella  ,3/14/2020,Location B,2.00,1,2,1
39,Khalilah Gratz  ,2/8/2020,Location C,0.00,0,5,3
19,Alvina Brazee  ,2/27/2020,Location B,6.00,4,3,1
53,Archie Mobley  ,1/25/2020,Location A,1.00,0,3,2
34,Rueben Maxfield  ,2/16/2020,Location C,1.00,0,3,1
83,Carolina Golla  ,2/9/2020,Location D,8.00,3,2,2
100,Bobbie Cannella  ,2/23/2020,Location B,6.00,5,2,2
84,Khalilah Gratz  ,2/8/2020,Location C,1.00,0,3,3
89,Khalilah Gratz  ,2/18/2020,Location A,0.00,0,2,2
51,Alvina Brazee  ,3/8/2020,Location D,6.00,1,4,2
15,Alvina Brazee  ,3/8/2020,Location D,2.00,1,1,1
64,Felica Pajak  ,2/10/2020,Location A,8.00,1,2,1
76,Bobbie Cannella  ,4/3/2020,Location B,1.00,1,5,2
36,Carolina Golla  ,1/30/2020,Location B,2.00,2,2,1
13,Felica Pajak  ,3/31/2020,Location C,8.00,6,1,1
25,Archie Mobley  ,4/4/2020,Location C,8.00,0,3,2
6,Carolina Golla  ,2/29/2020,Location D,3.00,2,1,1
34,Rueben Maxfield  ,3/17/2020,Location A,6.00,2,1,1
87,Mariano Defibaugh  ,1/23/2020,Location C,3.00,3,1,1
1,Frederica Tope  ,2/1/2020,Location D,1.00,1,4,3
57,Khalilah Gratz  ,2/8/2020,Location C,3.00,2,4,4
35,Rueben Maxfield  ,3/27/2020,Location C,5.00,4,1,1
73,Khalilah Gratz  ,4/8/2020,Location C,3.00,0,5,5
4,Frederica Tope  ,4/1/2020,Location D,3.00,2,5,4
40,Frederica Tope  ,2/21/2020,Location D,1.00,0,1,1
45,Mariano Defibaugh  ,3/23/2020,Location C,1.00,1,5,4
77,Alvina Brazee  ,1/28/2020,Location D,3.00,3,3,1
8,Dorine Varnell  ,3/26/2020,Location B,1.00,0,5,1
50,Bobbie Cannella  ,3/24/2020,Location D,5.00,2,2,1
6,Archie Mobley  ,2/14/2020,Location A,6.00,0,1,1
78,Khalilah Gratz  ,2/28/2020,Location C,5.00,4,1,1
56,Archie Mobley  ,1/15/2020,Location C,1.00,0,4,4
4,Khalilah Gratz  ,3/9/2020,Location A,6.00,0,3,2
32,Khalilah Gratz  ,4/8/2020,Location C,7.00,4,1,1
42,Archie Mobley  ,3/15/2020,Location C,5.00,2,1,1
36,Felica Pajak  ,3/11/2020,Location C,1.00,0,5,1
2,Felica Pajak  ,3/31/2020,Location C,7.00,7,3,2
10,Archie Mobley  ,2/4/2020,Location C,1.00,1,1,1
33,Bobbie Cannella  ,3/24/2020,Location D,0.00,0,1,1
24,Rueben Maxfield  ,2/26/2020,Location A,7.00,5,3,1
9,Frederica Tope  ,1/22/2020,Location B,2.00,0,3,2
50,Archie Mobley  ,2/24/2020,Location C,1.00,0,5,5
39,Dorine Varnell  ,3/16/2020,Location D,4.00,3,3,3
47,Bobbie Cannella  ,2/13/2020,Location D,4.00,4,1,1
34,Felica Pajak  ,2/20/2020,Location C,4.00,2,4,2
38,Frederica Tope  ,3/22/2020,Location B,5.00,3,1,1
41,Alvina Brazee  ,1/18/2020,Location B,0.00,0,4,2
7,Khalilah Gratz  ,1/29/2020,Location A,0.00,0,3,3
85,Carolina Golla  ,2/19/2020,Location B,1.00,0,3,2
52,Dorine Varnell  ,3/26/2020,Location B,8.00,6,1,1
50,Khalilah Gratz  ,1/19/2020,Location C,1.00,0,1,1
99,Carolina Golla  ,1/30/2020,Location B,6.00,2,3,2
49,Frederica Tope  ,2/11/2020,Location B,8.00,2,3,3
3,Alvina Brazee  ,2/17/2020,Location D,6.00,5,4,1
92,Mariano Defibaugh  ,2/2/2020,Location A,1.00,0,5,3
20,Rueben Maxfield  ,3/27/2020,Location C,2.00,1,2,2
80,Rueben Maxfield  ,1/27/2020,Location C,2.00,2,5,3
57,Dorine Varnell  ,2/25/2020,Location D,8.00,4,3,2
74,Bobbie Cannella  ,2/13/2020,Location D,3.00,0,5,5
28,Alvina Brazee  ,3/18/2020,Location B,5.00,0,1,1
2,Rueben Maxfield  ,3/7/2020,Location C,5.00,4,2,1
27,Alvina Brazee  ,4/7/2020,Location B,1.00,1,4,1
94,Archie Mobley  ,4/4/2020,Location C,5.00,1,1,1
75,Alvina Brazee  ,1/8/2020,Location D,8.00,1,5,5
42,Khalilah Gratz  ,1/19/2020,Location C,6.00,5,4,1
93,Felica Pajak  ,3/21/2020,Location A,6.00,4,1,1
37,Bobbie Cannella  ,1/14/2020,Location B,4.00,1,1,1
38,Archie Mobley  ,2/24/2020,Location C,0.00,0,4,3
70,Khalilah Gratz  ,2/28/2020,Location C,2.00,1,4,4
59,Frederica Tope  ,3/12/2020,Location D,5.00,5,4,4
11,Khalilah Gratz  ,1/29/2020,Location A,1.00,1,1,1
11,Dorine Varnell  ,3/16/2020,Location D,8.00,7,1,1
1,Frederica Tope  ,1/12/2020,Location D,2.00,2,5,2
64,Frederica Tope  ,3/22/2020,Location B,1.00,1,4,2
2,Alvina Brazee  ,1/28/2020,Location D,2.00,0,4,4
39,Bobbie Cannella  ,1/14/2020,Location B,7.00,2,3,3
31,Frederica Tope  ,1/12/2020,Location D,8.00,2,3,1
56,Alvina Brazee  ,4/7/2020,Location B,0.00,0,1,1
93,Carolina Golla  ,1/10/2020,Location B,2.00,0,2,2
35,Alvina Brazee  ,2/17/2020,Location D,5.00,3,3,3
96,Rueben Maxfield  ,2/16/2020,Location C,8.00,5,4,1
4,Archie Mobley  ,4/4/2020,Location C,1.00,0,4,1
80,Rueben Maxfield  ,1/7/2020,Location C,0.00,0,1,1
11,Felica Pajak  ,2/20/2020,Location C,1.00,0,1,1
39,Felica Pajak  ,3/11/2020,Location C,7.00,6,4,1
19,Carolina Golla  ,3/20/2020,Location D,8.00,3,3,1
26,Felica Pajak  ,2/20/2020,Location C,2.00,0,2,1
56,Archie Mobley  ,1/5/2020,Location A,8.00,2,3,3
32,Alvina Brazee  ,2/7/2020,Location B,4.00,3,3,2
90,Carolina Golla  ,3/30/2020,Location B,7.00,6,1,1
72,Rueben Maxfield  ,2/16/2020,Location C,7.00,6,3,1
78,Alvina Brazee  ,3/8/2020,Location D,1.00,0,1,1
53,Archie Mobley  ,3/15/2020,Location C,1.00,1,5,5
79,Dorine Varnell  ,2/25/2020,Location D,2.00,1,3,1
32,Carolina Golla  ,2/29/2020,Location D,3.00,2,1,1
11,Rueben Maxfield  ,1/17/2020,Location A,8.00,0,1,1
43,Dorine Varnell  ,3/6/2020,Location B,4.00,0,3,1
51,Rueben Maxfield  ,4/6/2020,Location A,3.00,1,2,1
97,Alvina Brazee  ,1/28/2020,Location D,1.00,1,1,1
25,Bobbie Cannella  ,2/23/2020,Location B,4.00,1,3,3
51,Khalilah Gratz  ,2/18/2020,Location A,4.00,0,1,1
52,Frederica Tope  ,4/1/2020,Location D,4.00,4,1,1
88,Archie Mobley  ,1/5/2020,Location A,6.00,5,2,1
23,Bobbie Cannella  ,3/24/2020,Location D,0.00,0,2,2
7,Dorine Varnell  ,3/6/2020,Location B,7.00,6,5,1
91,Mariano Defibaugh  ,2/12/2020,Location C,8.00,0,1,1
76,Carolina Golla  ,4/9/2020,Location D,3.00,1,4,2
83,Mariano Defibaugh  ,4/2/2020,Location A,3.00,3,3,3
49,Frederica Tope  ,1/2/2020,Location B,6.00,1,4,2
26,Mariano Defibaugh  ,3/3/2020,Location C,6.00,4,1,1
58,Alvina Brazee  ,4/7/2020,Location B,1.00,0,2,1
39,Bobbie Cannella  ,1/14/2020,Location B,7.00,3,1,1
44,Khalilah Gratz  ,2/18/2020,Location A,7.00,6,1,1
3,Carolina Golla  ,1/30/2020,Location B,7.00,1,5,1
92,Rueben Maxfield  ,1/17/2020,Location A,1.00,0,4,1
72,Felica Pajak  ,2/20/2020,Location C,7.00,5,1,1
95,Archie Mobley  ,2/14/2020,Location A,2.00,1,5,1
44,Felica Pajak  ,2/20/2020,Location C,4.00,3,5,1
56,Frederica Tope  ,3/22/2020,Location B,7.00,6,2,1
45,Dorine Varnell  ,2/25/2020,Location D,3.00,2,2,2
71,Dorine Varnell  ,2/5/2020,Location D,8.00,7,2,2
45,Felica Pajak  ,1/21/2020,Location A,0.00,0,5,3
34,Rueben Maxfield  ,3/7/2020,Location C,2.00,2,5,5
79,Frederica Tope  ,3/22/2020,Location B,0.00,0,1,1
18,Dorine Varnell  ,2/25/2020,Location D,1.00,0,1,1
85,Rueben Maxfield  ,2/6/2020,Location A,6.00,6,4,3
68,Khalilah Gratz  ,3/29/2020,Location A,8.00,6,1,1
43,Bobbie Cannella  ,1/14/2020,Location B,0.00,0,5,3
19,Frederica Tope  ,4/1/2020,Location D,8.00,8,4,1
15,Archie Mobley  ,1/15/2020,Location C,8.00,5,3,1
98,Khalilah Gratz  ,1/19/2020,Location C,4.00,4,3,3
2,Archie Mobley  ,3/25/2020,Location A,7.00,5,5,2
36,Khalilah Gratz  ,3/9/2020,Location A,3.00,2,4,3
79,Khalilah Gratz  ,3/29/2020,Location A,7.00,2,2,2
18,Archie Mobley  ,1/5/2020,Location A,0.00,0,4,3
43,Alvina Brazee  ,3/28/2020,Location D,2.00,1,5,3
28,Khalilah Gratz  ,3/19/2020,Location C,0.00,0,3,1
38,Mariano Defibaugh  ,1/23/2020,Location C,8.00,6,2,1
7,Rueben Maxfield  ,1/7/2020,Location C,2.00,1,1,1
94,Felica Pajak  ,3/21/2020,Location A,0.00,0,1,1
77,Archie Mobley  ,1/25/2020,Location A,1.00,0,1,1
94,Dorine Varnell  ,2/25/2020,Location D,3.00,3,1,1
50,Khalilah Gratz  ,2/28/2020,Location C,0.00,0,1,1
6,Mariano Defibaugh  ,2/2/2020,Location A,1.00,0,3,1
69,Bobbie Cannella  ,3/14/2020,Location B,8.00,2,5,4
42,Khalilah Gratz  ,3/19/2020,Location C,8.00,7,2,1
67,Dorine Varnell  ,4/5/2020,Location D,3.00,1,2,2
87,Rueben Maxfield  ,4/6/2020,Location A,8.00,8,1,1
48,Khalilah Gratz  ,2/18/2020,Location A,3.00,1,2,2
71,Dorine Varnell  ,2/5/2020,Location D,2.00,0,1,1
62,Carolina Golla  ,1/10/2020,Location B,7.00,3,3,3
43,Mariano Defibaugh  ,1/23/2020,Location C,6.00,5,2,1
65,Archie Mobley  ,1/25/2020,Location A,1.00,1,5,3
14,Felica Pajak  ,2/10/2020,Location A,5.00,3,4,1
80,Carolina Golla  ,1/10/2020,Location B,3.00,1,1,1
83,Rueben Maxfield  ,3/17/2020,Location A,4.00,4,3,2
52,Frederica Tope  ,2/1/2020,Location D,0.00,0,1,1
22,Felica Pajak  ,3/1/2020,Location A,7.00,0,1,1
8,Rueben Maxfield  ,1/17/2020,Location A,4.00,0,3,2
53,Khalilah Gratz  ,3/9/2020,Location A,7.00,7,2,1
7,Rueben Maxfield  ,1/27/2020,Location C,4.00,0,5,2
33,Archie Mobley  ,3/15/2020,Location C,5.00,1,2,2
66,Mariano Defibaugh  ,1/23/2020,Location C,0.00,0,3,3
29,Khalilah Gratz  ,2/28/2020,Location C,1.00,0,3,2
63,Frederica Tope  ,1/12/2020,Location D,3.00,1,5,2
90,Alvina Brazee  ,1/28/2020,Location D,0.00,0,2,2
66,Khalilah Gratz  ,1/9/2020,Location A,1.00,1,4,3
50,Bobbie Cannella  ,1/24/2020,Location D,8.00,0,2,1
94,Bobbie Cannella  ,2/23/2020,Location B,0.00,0,4,2
37,Rueben Maxfield  ,1/27/2020,Location C,8.00,0,2,2
79,Rueben Maxfield  ,2/6/2020,Location A,5.00,0,3,1
30,Dorine Varnell  ,3/26/2020,Location B,2.00,1,4,1
87,Rueben Maxfield  ,1/7/2020,Location C,1.00,1,2,1
57,Mariano Defibaugh  ,3/13/2020,Location A,5.00,1,1,1
26,Carolina Golla  ,3/20/2020,Location D,8.00,4,4,2
26,Carolina Golla  ,3/10/2020,Location B,7.00,0,1,1
27,Bobbie Cannella  ,3/14/2020,Location B,1.00,0,2,1
70,Carolina Golla  ,1/20/2020,Location D,5.00,4,5,3
19,Dorine Varnell  ,4/5/2020,Location D,3.00,2,3,3
55,Carolina Golla  ,2/9/2020,Location D,0.00,0,2,2
70,Felica Pajak  ,2/10/2020,Location A,4.00,4,4,1
36,Frederica Tope  ,2/21/2020,Location D,7.00,1,4,2
50,Bobbie Cannella  ,4/3/2020,Location B,3.00,2,1,1
30,Alvina Brazee  ,3/18/2020,Location B,8.00,3,1,1
59,Mariano Defibaugh  ,2/2/2020,Location A,6.00,3,2,1
8,Alvina Brazee  ,1/28/2020,Location D,7.00,0,2,2
57,Mariano Defibaugh  ,1/13/2020,Location A,7.00,6,4,3
52,Bobbie Cannella  ,1/14/2020,Location B,1.00,0,3,2
45,Carolina Golla  ,2/19/2020,Location B,7.00,0,2,1
78,Rueben Maxfield  ,3/27/2020,Location C,0.00,0,1,1
19,Khalilah Gratz  ,2/28/2020,Location C,3.00,3,1,1
81,Alvina Brazee  ,3/18/2020,Location B,7.00,3,4,1
64,Mariano Defibaugh  ,3/23/2020,Location C,2.00,1,2,2
78,Khalilah Gratz  ,1/29/2020,Location A,4.00,4,4,1
53,Dorine Varnell  ,1/16/2020,Location D,7.00,3,2,1
57,Archie Mobley  ,3/5/2020,Location A,1.00,1,1,1
19,Mariano Defibaugh  ,3/13/2020,Location A,8.00,5,1,1
10,Frederica Tope  ,4/1/2020,Location D,2.00,2,5,4
43,Alvina Brazee  ,1/18/2020,Location B,5.00,1,3,2
35,Carolina Golla  ,3/30/2020,Location B,4.00,1,3,2
70,Archie Mobley  ,4/4/2020,Location C,1.00,1,1,1
93,Frederica Tope  ,1/22/2020,Location B,4.00,1,5,2
7,Alvina Brazee  ,1/18/2020,Location B,1.00,0,4,3
83,Carolina Golla  ,1/20/2020,Location D,6.00,1,2,2
38,Felica Pajak  ,3/1/2020,Location A,2.00,0,3,1
40,Khalilah Gratz  ,3/19/2020,Location C,8.00,6,5,2
26,Archie Mobley  ,2/24/2020,Location C,5.00,5,4,4
65,Mariano Defibaugh  ,4/2/2020,Location A,8.00,0,5,5
2,Mariano Defibaugh  ,3/23/2020,Location C,8.00,3,3,2
86,Felica Pajak  ,3/11/2020,Location C,3.00,1,1,1
91,Rueben Maxfield  ,4/6/2020,Location A,2.00,0,1,1
20,Rueben Maxfield  ,1/7/2020,Location C,4.00,0,5,5
90,Frederica Tope  ,3/2/2020,Location B,3.00,1,2,2
35,Archie Mobley  ,1/15/2020,Location C,3.00,3,3,1
5,Alvina Brazee  ,1/18/2020,Location B,6.00,2,2,2
43,Archie Mobley  ,2/4/2020,Location C,8.00,7,5,5
94,Bobbie Cannella  ,1/14/2020,Location B,6.00,1,4,1
14,Khalilah Gratz  ,1/9/2020,Location A,8.00,7,3,2
50,Carolina Golla  ,1/20/2020,Location D,5.00,0,1,1
64,Archie Mobley  ,2/24/2020,Location C,1.00,1,2,2
35,Frederica Tope  ,3/2/2020,Location B,2.00,2,1,1
38,Frederica Tope  ,3/22/2020,Location B,2.00,2,1,1
85,Archie Mobley  ,1/15/2020,Location C,1.00,0,4,2
18,Khalilah Gratz  ,1/19/2020,Location C,3.00,2,4,2
80,Archie Mobley  ,1/5/2020,Location A,0.00,0,2,1
58,Khalilah Gratz  ,1/9/2020,Location A,8.00,8,4,4
50,Archie Mobley  ,2/14/2020,Location A,7.00,7,3,1
